B2_stim,B2_condition,B2_correct,fixation_text,B2_instr.thisRepN,B2_instr.thisTrialN,B2_instr.thisN,B2_instr.thisIndex,B2_trials.thisRepN,B2_trials.thisTrialN,B2_trials.thisN,B2_trials.thisIndex,B2_stim_text.started,B2_stim_text.stopped,B2_resp.keys,B2_resp.corr,B2_resp.started,B2_resp.stopped,B2_fixation.started,B2_fixation.stopped,sound_1.started,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Antelope,Animals,f,+,,,,,0,0,0,0,16.444860500000004,None,None,0,16.444860500000004,None,15.94504489999997,16.428405199999986,15.44516699999997,16.428405199999986,,001,2019_Oct_09_1239,b2 only,3.1.5,59.93155816058308,
